,cpg,gene,correlation,p_value,regulation_type,strength
2801,CpG_ptg000031l_10997083,FUN_004882,0.3189001899696309,0.04489326652119863,activation,0.3189001899696309
2802,CpG_ptg000007l_9141311,FUN_004882,0.3285855913880261,0.03844007215162458,activation,0.3285855913880261
2803,CpG_ptg000030l_2148036,FUN_004882,0.3992072135744636,0.010716037678367318,activation,0.3992072135744636
2804,CpG_ptg000027l_11257129,FUN_004882,0.32600643560185966,0.04007960360266682,activation,0.32600643560185966
2805,CpG_ptg000011l_8393613,FUN_004882,-0.37337721795122386,0.01763949294633986,repression,0.37337721795122386
2806,CpG_ptg000030l_2148096,FUN_004882,0.5121077552168201,0.0007302159308982058,activation,0.5121077552168201
2807,CpG_ptg000030l_2148069,FUN_004882,0.5401371036851745,0.0003213039996548948,activation,0.5401371036851745
2808,CpG_ptg000031l_8422811,FUN_004882,0.316627528296739,0.046527906012641916,activation,0.316627528296739
2809,CpG_ptg000031l_9119576,FUN_004882,0.335249665332602,0.034455772834816184,activation,0.335249665332602
2810,CpG_ptg000025l_14126701,FUN_040652,0.9368210029417415,6.333084160893e-19,activation,0.9368210029417415
2811,CpG_ntLink_6_13134542,FUN_040652,0.7526734439412062,2.123667440426516e-08,activation,0.7526734439412062
2812,CpG_ptg000024l_8612165,FUN_040652,0.6850019592737238,1.0844408000874114e-06,activation,0.6850019592737238
2813,CpG_ptg000021l_1750826,FUN_040652,-0.4560671503268067,0.0030999609089810754,repression,0.4560671503268067
2814,CpG_ptg000023l_29344852,FUN_040652,0.33722163456937726,0.03334396368900487,activation,0.33722163456937726
2815,CpG_ptg000024l_8612179,FUN_040652,0.622715882707041,1.7800697247924642e-05,activation,0.622715882707041
2816,CpG_ntLink_6_13135371,FUN_040652,0.6526466101051522,5.023162464177676e-06,activation,0.6526466101051522
2817,CpG_ptg000007l_6510300,FUN_040652,0.3153159610003254,0.04749293404584834,activation,0.3153159610003254
2818,CpG_ptg000023l_36913036,FUN_040652,0.5383124167288729,0.00033968817139768884,activation,0.5383124167288729
2819,CpG_ptg000024l_8612211,FUN_040652,0.6294613956993386,1.3540390527298716e-05,activation,0.6294613956993386
2820,CpG_ptg000021l_1750858,FUN_040652,-0.6489282484927894,5.922162185038023e-06,repression,0.6489282484927894
2821,CpG_ptg000011l_5627241,FUN_040652,0.6619924741156855,3.2877529754790614e-06,activation,0.6619924741156855
2822,CpG_ptg000018l_13662333,FUN_040652,-0.33848373958711486,0.032647967382849044,repression,0.33848373958711486
2823,CpG_ntLink_6_13134800,FUN_040652,0.5572045490247015,0.00018795735145885964,activation,0.5572045490247015
2824,CpG_ntLink_6_13135348,FUN_040652,0.343523450297914,0.029986755785296047,activation,0.343523450297914
2825,CpG_ptg000021l_6264633,FUN_040652,0.41109865413270075,0.008408465875163444,activation,0.41109865413270075
2826,CpG_ptg000011l_5627243,FUN_040652,0.8198046791733808,9.770697644194589e-11,activation,0.8198046791733808
2827,CpG_ptg000030l_2148141,FUN_040652,-0.37246937237065675,0.017938991494839754,repression,0.37246937237065675
2828,CpG_ptg000021l_6264598,FUN_040652,0.44766647816601446,0.0037735061216815,activation,0.44766647816601446
2829,CpG_ntLink_8_16166893,FUN_040652,0.3319640946689559,0.03637559744640772,activation,0.3319640946689559
2830,CpG_ptg000030l_2148033,FUN_040652,-0.42050063931033227,0.006899203974342499,repression,0.42050063931033227
2831,CpG_ptg000027l_11257209,FUN_040652,-0.324164280502428,0.04128513169238511,repression,0.324164280502428
2832,CpG_ntLink_6_13134554,FUN_040652,0.735866069882967,6.296331962631184e-08,activation,0.735866069882967
2833,CpG_ptg000023l_36913014,FUN_040652,0.5232515959316915,0.0005313520320480422,activation,0.5232515959316915
2834,CpG_ptg000030l_2148108,FUN_040652,-0.37079864332047446,0.01850134175563359,repression,0.37079864332047446
2835,CpG_ntLink_6_13134032,FUN_040652,0.6295476435604586,1.3492547769887208e-05,activation,0.6295476435604586
2836,CpG_ntLink_6_19920923,FUN_040652,0.45413254014041626,0.00324496082748777,activation,0.45413254014041626
2837,CpG_ntLink_6_13134955,FUN_040652,0.8026633272840626,4.679217168698748e-10,activation,0.8026633272840626
2838,CpG_ntLink_8_16166900,FUN_040652,0.4013836137275687,0.010257304070698694,activation,0.4013836137275687
2839,CpG_ptg000030l_2148036,FUN_040652,-0.3993001320955039,0.010696100956463879,repression,0.3993001320955039
2840,CpG_ntLink_6_13134703,FUN_040652,0.6783588082923745,1.5088671471286808e-06,activation,0.6783588082923745
2841,CpG_ptg000021l_6264620,FUN_040652,0.3281915407528032,0.0386869630920548,activation,0.3281915407528032
2842,CpG_ptg000031l_8422870,FUN_040652,-0.32114563361798004,0.04332416456401848,repression,0.32114563361798004
2843,CpG_ntLink_6_13134839,FUN_040652,0.586374784773221,7.006221565796387e-05,activation,0.586374784773221
2844,CpG_ptg000011l_5627254,FUN_040652,0.7907595790789592,1.2730078793223122e-09,activation,0.7907595790789592
2845,CpG_ptg000024l_8612241,FUN_040652,0.7471850315589437,3.056567490295809e-08,activation,0.7471850315589437
2846,CpG_ptg000030l_2148096,FUN_040652,-0.4001165852319804,0.01052227828709883,repression,0.4001165852319804
2847,CpG_ntLink_6_13134512,FUN_040652,0.4936420427130821,0.0012082406161234664,activation,0.4936420427130821
2848,CpG_ptg000011l_5627259,FUN_040652,0.7486681268334863,2.772654343879432e-08,activation,0.7486681268334863
2849,CpG_ntLink_6_19919852,FUN_040652,0.860500438945169,1.0978932742077247e-12,activation,0.860500438945169
2850,CpG_ntLink_6_19919676,FUN_040652,0.8693366884062669,3.4319543621760654e-13,activation,0.8693366884062669
2851,CpG_ptg000011l_5627236,FUN_040652,0.9250063268060715,1.4822165804500102e-17,activation,0.9250063268060715
2852,CpG_ntLink_6_13134803,FUN_040652,0.409594395168353,0.008674487254950436,activation,0.409594395168353
2853,CpG_ntLink_6_19705338,FUN_040652,0.38321846968772444,0.014653919536877417,activation,0.38321846968772444
2854,CpG_ntLink_6_13134790,FUN_040652,0.39839014957806557,0.010892717261462893,activation,0.39839014957806557
2855,CpG_ptg000012l_8046972,FUN_034288,0.358029302002878,0.02330782439868756,activation,0.358029302002878
2856,CpG_ptg000004l_4757204,FUN_034288,-0.3257038239226103,0.04027564528069815,repression,0.3257038239226103
2857,CpG_ptg000025l_13842132,FUN_034288,0.36678739424385637,0.019912188262916523,activation,0.36678739424385637
2858,CpG_ptg000022l_5440529,FUN_034288,0.4148899901087091,0.007768843221085327,activation,0.4148899901087091
2859,CpG_ptg000018l_14489745,FUN_034288,0.3718521170455177,0.01814505607362254,activation,0.3718521170455177
2860,CpG_ptg000027l_11257209,FUN_034288,0.34338894912866746,0.030055378989542993,activation,0.34338894912866746
2861,CpG_ptg000025l_13842128,FUN_034288,0.3287974732004453,0.038307850664840784,activation,0.3287974732004453
2862,CpG_ptg000031l_10997083,FUN_034288,0.37445666381499676,0.017288867355739763,activation,0.37445666381499676
2863,CpG_ptg000025l_13842125,FUN_034288,0.3703934180899404,0.018639944893777852,activation,0.3703934180899404
2864,CpG_ptg000025l_13842137,FUN_034288,0.3708013514351156,0.01850041839229692,activation,0.3708013514351156
2865,CpG_ptg000023l_35051554,FUN_034288,0.43279055709573166,0.005282540209359841,activation,0.43279055709573166
2866,CpG_ptg000011l_8391132,FUN_034288,-0.32798916655575866,0.03881426156434066,repression,0.32798916655575866
2867,CpG_ptg000012l_8047034,FUN_034288,0.35294177372978686,0.0254928344000908,activation,0.35294177372978686
2868,CpG_ptg000021l_6264712,FUN_009503,0.31399083072201606,0.04848427861110863,activation,0.31399083072201606
2869,CpG_ptg000009l_7035550,FUN_009503,0.46534354990719007,0.0024806167719651257,activation,0.46534354990719007
2870,CpG_ptg000020l_10589614,FUN_009503,0.5050304752784246,0.0008886385146902381,activation,0.5050304752784246
2871,CpG_ptg000027l_2551252,FUN_009503,0.4210350056735471,0.006820936775135974,activation,0.4210350056735471
2872,CpG_ptg000025l_13842132,FUN_009503,0.3425027938424682,0.03051074508636978,activation,0.3425027938424682
2873,CpG_ptg000020l_10589616,FUN_009503,0.48317803360964706,0.0015877122779581112,activation,0.48317803360964706
2874,CpG_ptg000021l_6264633,FUN_009503,0.4011386077875044,0.010308093053774173,activation,0.4011386077875044
2875,CpG_ptg000022l_5440529,FUN_009503,0.3905739525628263,0.012712157175199749,activation,0.3905739525628263
2876,CpG_ptg000012l_8971785,FUN_009503,0.37327570624691353,0.017672771446924907,activation,0.37327570624691353
2877,CpG_ptg000027l_11257094,FUN_009503,-0.31414276430419086,0.048369775937963114,repression,0.31414276430419086
2878,CpG_ptg000025l_13842062,FUN_009503,0.4317514274651502,0.0054051834648126944,activation,0.4317514274651502
2879,CpG_ptg000027l_13568421,FUN_009503,0.3742091682264723,0.017368736175312857,activation,0.3742091682264723
2880,CpG_ptg000011l_8392776,FUN_009503,0.4142904790196873,0.007867109622893425,activation,0.4142904790196873
2881,CpG_ptg000027l_13568450,FUN_009503,0.407432348319754,0.009069460449234448,activation,0.407432348319754
2882,CpG_ptg000025l_13842128,FUN_009503,0.3170220173289106,0.04624076713331949,activation,0.3170220173289106
2883,CpG_ptg000030l_2148108,FUN_009503,0.3520443723303854,0.02589536087640458,activation,0.3520443723303854
2884,CpG_ptg000009l_7035570,FUN_009503,0.46740405908835525,0.0023588153290569945,activation,0.46740405908835525
2885,CpG_ptg000027l_2551260,FUN_009503,0.34330298770774687,0.030099304764944174,activation,0.34330298770774687
2886,CpG_ptg000025l_13842125,FUN_009503,0.35295564811902314,0.025486652107109427,activation,0.35295564811902314
2887,CpG_ptg000004l_4756880,FUN_009503,0.3828700984279521,0.014751787188387672,activation,0.3828700984279521
2888,CpG_ptg000009l_7035562,FUN_009503,0.5298429481295109,0.000437986890406853,activation,0.5298429481295109
2889,CpG_ptg000030l_2148069,FUN_009503,0.5471554248111381,0.0002586279993898713,activation,0.5471554248111381
2890,CpG_ntLink_8_23080768,FUN_009503,0.571099141472873,0.00011883589671253971,activation,0.571099141472873
2891,CpG_ptg000011l_8391178,FUN_009503,-0.3783761132948432,0.016064659000140626,repression,0.3783761132948432
2892,CpG_ptg000009l_7035575,FUN_009503,0.43970250345267775,0.00452645285140553,activation,0.43970250345267775
2893,CpG_ptg000027l_11257081,FUN_009503,-0.38945012619658537,0.012993863117649135,repression,0.38945012619658537
2894,CpG_ptg000001l_3069457,FUN_040984,0.4938526091041266,0.0012015113934148443,activation,0.4938526091041266
2895,CpG_ptg000016l_5715662,FUN_040984,0.45330737575763624,0.003308588991726049,activation,0.45330737575763624
2896,CpG_ptg000021l_6264633,FUN_040984,-0.4242061197664257,0.0063720415920820355,repression,0.4242061197664257
2897,CpG_ptg000021l_6264620,FUN_040984,-0.3141805366049703,0.04834134321694196,repression,0.3141805366049703
2898,CpG_ptg000025l_14126680,FUN_040984,0.47390401608518135,0.0020083102527036034,activation,0.47390401608518135
2899,CpG_ptg000008l_25384586,FUN_040984,0.3255586530895312,0.04036996826621279,activation,0.3255586530895312
2900,CpG_ptg000012l_8046997,FUN_001451,0.36531250107299446,0.020453106599410662,activation,0.36531250107299446
2901,CpG_ptg000031l_13053265,FUN_001451,-0.346801247898578,0.028353944773001315,repression,0.346801247898578
2902,CpG_ptg000008l_12977341,FUN_001451,-0.3430307779245846,0.030238751777672306,repression,0.3430307779245846
2903,CpG_ptg000012l_8047014,FUN_001451,0.5135688929094457,0.0007008347973438415,activation,0.5135688929094457
2904,CpG_ptg000008l_12977384,FUN_001451,-0.3129311237806883,0.04928900120991067,repression,0.3129311237806883
2905,CpG_ptg000008l_12977382,FUN_001451,-0.3511922979027881,0.02628242325791608,repression,0.3511922979027881
2906,CpG_ptg000047l_3573704,FUN_001451,0.3527189210664855,0.02559230611750567,activation,0.3527189210664855
2907,CpG_ptg000016l_3294380,FUN_001451,0.3248992007866295,0.04080070496751924,activation,0.3248992007866295
2908,CpG_ptg000011l_8391132,FUN_001451,-0.33566961944400164,0.03421648777865407,repression,0.33566961944400164
2909,CpG_ptg000012l_8047034,FUN_001451,0.4520287209114564,0.003409339689800547,activation,0.4520287209114564
2910,CpG_ntLink_6_13134512,FUN_001451,0.3472600938772902,0.028131353932275657,activation,0.3472600938772902
2911,CpG_ptg000029c_793082,FUN_001451,-0.42232797283485884,0.006634719426848169,repression,0.42232797283485884
2912,CpG_ptg000029c_793112,FUN_001451,-0.4665534575775007,0.0024084444299385184,repression,0.4665534575775007
2913,CpG_ntLink_8_16166883,FUN_034620,0.34542634755252727,0.02902965792183716,activation,0.34542634755252727
2914,CpG_ptg000011l_8396354,FUN_034620,0.4110289630848244,0.008420633901579988,activation,0.4110289630848244
2915,CpG_ptg000027l_11256965,FUN_034620,0.3687391079004486,0.019214862870360734,activation,0.3687391079004486
2916,CpG_ptg000015l_6211680,FUN_034620,0.4064118877508486,0.0092611718854417,activation,0.4064118877508486
2917,CpG_ptg000011l_8396383,FUN_034620,0.3900822847347005,0.012834757104370473,activation,0.3900822847347005
2918,CpG_ptg000047l_4021479,FUN_034620,0.3188781239259787,0.044908911288853805,activation,0.3188781239259787
2919,CpG_ptg000020l_10589614,FUN_034620,0.4342914122432399,0.005109661661148545,activation,0.4342914122432399
2920,CpG_ntLink_6_13134800,FUN_034620,0.3697373404506502,0.018866197455851812,activation,0.3697373404506502
2921,CpG_ptg000011l_8396440,FUN_034620,0.34472926778336305,0.029377295581104912,activation,0.34472926778336305
2922,CpG_ptg000020l_10589616,FUN_034620,0.40080499195774727,0.010377595808713704,activation,0.40080499195774727
2923,CpG_ptg000023l_17397315,FUN_034620,0.37998229377708503,0.015584545637882639,activation,0.37998229377708503
2924,CpG_ptg000011l_8396378,FUN_034620,0.38722355331552016,0.013567662612836606,activation,0.38722355331552016
2925,CpG_ntLink_8_16166893,FUN_034620,0.31659030253844894,0.04655507593209773,activation,0.31659030253844894
2926,CpG_ntLink_6_13134796,FUN_034620,0.3561993805888674,0.02407504552316485,activation,0.3561993805888674
2927,CpG_ptg000011l_8396367,FUN_034620,0.6023511421504201,3.915915714105591e-05,activation,0.6023511421504201
2928,CpG_ptg000031l_10997042,FUN_034620,0.3540044310475772,0.025022914805886344,activation,0.3540044310475772
2929,CpG_ptg000031l_10997035,FUN_034620,0.3510535345367855,0.026345909732036706,activation,0.3510535345367855
2930,CpG_ntLink_6_13134803,FUN_034620,0.3150277821956315,0.0477071200177118,activation,0.3150277821956315
2931,CpG_ntLink_6_13134790,FUN_034620,0.31466739183635234,0.0479760723444881,activation,0.31466739183635234
2932,CpG_ptg000023l_17397315,FUN_010138,0.3625938020349445,0.021482433780187413,activation,0.3625938020349445
2933,CpG_ptg000008l_25384626,FUN_010138,0.33306256343550655,0.03572423843412467,activation,0.33306256343550655
2934,CpG_ptg000011l_8391344,FUN_010138,0.3607576360486665,0.022201830368773833,activation,0.3607576360486665
2935,CpG_ptg000009l_7035550,FUN_014490,0.34481333103214806,0.029335191386031984,activation,0.34481333103214806
2936,CpG_ptg000020l_10589614,FUN_014490,0.42904848609361684,0.005735816285369787,activation,0.42904848609361684
2937,CpG_ptg000027l_11257181,FUN_014490,0.31571127692314577,0.04720038243778435,activation,0.31571127692314577
2938,CpG_ptg000020l_10589616,FUN_014490,0.48243695056129393,0.0016181991005751078,activation,0.48243695056129393
2939,CpG_ptg000022l_5440529,FUN_014490,0.362121756775018,0.021665491340296578,activation,0.362121756775018
2940,CpG_ptg000012l_8047014,FUN_014490,0.39658723942222984,0.011291380020472655,activation,0.39658723942222984
2941,CpG_ptg000018l_14489745,FUN_014490,0.32757309756726216,0.03907705237024376,activation,0.32757309756726216
2942,CpG_ptg000030l_2148033,FUN_014490,0.48404864602126024,0.0015525457668275255,activation,0.48404864602126024
2943,CpG_ptg000027l_11257209,FUN_014490,0.3985752659232537,0.01085247208693381,activation,0.3985752659232537
2944,CpG_ptg000030l_2148108,FUN_014490,0.42797093185431745,0.005872424634389111,activation,0.42797093185431745
2945,CpG_ptg000009l_7035570,FUN_014490,0.4322654194723895,0.005344214725965375,activation,0.4322654194723895
2946,CpG_ptg000031l_10997083,FUN_014490,0.3147588098904949,0.04790773335739141,activation,0.3147588098904949
2947,CpG_ptg000030l_2148036,FUN_014490,0.41529541021251803,0.00770299018011404,activation,0.41529541021251803
2948,CpG_ptg000023l_35051554,FUN_014490,0.3802766855931794,0.015497874272115051,activation,0.3802766855931794
2949,CpG_ptg000009l_7035562,FUN_014490,0.39999051725855705,0.01054895966465701,activation,0.39999051725855705
2950,CpG_ptg000012l_8047034,FUN_014490,0.48360892219304336,0.0015702205000540858,activation,0.48360892219304336
2951,CpG_ptg000030l_2148096,FUN_014490,0.31644174174361744,0.04666363347821594,activation,0.31644174174361744
2952,CpG_ptg000009l_7035575,FUN_014490,0.4834103452269632,0.0015782604048671315,activation,0.4834103452269632
2953,CpG_ptg000012l_8971785,FUN_030148,0.5679455244078709,0.0001321054745961173,activation,0.5679455244078709
2954,CpG_ptg000027l_13568421,FUN_030148,0.3156729844795212,0.047228656790956045,activation,0.3156729844795212
2955,CpG_ptg000012l_8971736,FUN_030148,0.489140060198458,0.0013603336390231309,activation,0.489140060198458
2956,CpG_ptg000007l_5089313,FUN_030148,0.4514307064982565,0.0034573724409488016,activation,0.4514307064982565
2957,CpG_ptg000030l_2148069,FUN_030148,0.35634007960027847,0.024015319156066615,activation,0.35634007960027847
2958,CpG_ptg000011l_8394044,FUN_030148,0.48263979938946794,0.0016098033124671393,activation,0.48263979938946794
2959,CpG_ptg000007l_5089303,FUN_030148,0.45697432350866773,0.0030339426179493882,activation,0.45697432350866773
2960,CpG_ptg000023l_36913036,FUN_038775,0.5390399887826481,0.0003322474854015037,activation,0.5390399887826481
2961,CpG_ptg000015l_6211680,FUN_038775,0.4556020680596544,0.003134291350999379,activation,0.4556020680596544
2962,CpG_ptg000011l_8396378,FUN_038775,0.4153701396842891,0.00769090429228156,activation,0.4153701396842891
2963,CpG_ptg000004l_4759974,FUN_038775,-0.31588691165281996,0.047070872364610473,repression,0.31588691165281996
2964,CpG_ptg000023l_36913014,FUN_038775,0.3303004344609772,0.037380565609957374,activation,0.3303004344609772
2965,CpG_ptg000027l_11737161,FUN_038775,0.3538709211107246,0.025081556192222947,activation,0.3538709211107246
2966,CpG_ptg000015l_6211631,FUN_038775,0.3197851330979253,0.04426947072912826,activation,0.3197851330979253
2967,CpG_ptg000011l_8393678,FUN_036030,-0.31945704143880665,0.04449991825715105,repression,0.31945704143880665
2968,CpG_ptg000021l_6264712,FUN_036030,0.33109308089919326,0.03689895898058283,activation,0.33109308089919326
2969,CpG_ptg000012l_8046997,FUN_036030,0.3648076917406607,0.02064104791013238,activation,0.3648076917406607
2970,CpG_ptg000027l_11257181,FUN_036030,0.37141157494929566,0.018293340018878255,activation,0.37141157494929566
2971,CpG_ptg000012l_8047014,FUN_036030,0.4626653082587015,0.002647164606704369,activation,0.4626653082587015
2972,CpG_ptg000027l_11257209,FUN_036030,0.3460991323570298,0.02869736559706185,activation,0.3460991323570298
2973,CpG_ptg000011l_967757,FUN_036030,0.430692566860888,0.005532685216224796,activation,0.430692566860888
2974,CpG_ptg000027l_11257129,FUN_036030,0.37895360274289175,0.015890621255059287,activation,0.37895360274289175
2975,CpG_ptg000023l_35051554,FUN_036030,0.38455909823227924,0.01428240515666673,activation,0.38455909823227924
2976,CpG_ptg000009l_7035562,FUN_036030,0.3341755967506267,0.035074012206594736,activation,0.3341755967506267
2977,CpG_ptg000012l_8047034,FUN_036030,0.42928896903816854,0.005705706871897444,activation,0.42928896903816854
2978,CpG_ptg000011l_967726,FUN_036030,0.3162589955884654,0.04679745156136576,activation,0.3162589955884654
2979,CpG_ptg000009l_7035575,FUN_036030,0.3131899476846923,0.049091469243585345,activation,0.3131899476846923
2980,CpG_ptg000021l_1750826,FUN_008361,0.32191368093358375,0.0427977786016103,activation,0.32191368093358375
2981,CpG_ptg000004l_4757204,FUN_008361,-0.36491152119103265,0.020602274460492346,repression,0.36491152119103265
2982,CpG_ptg000018l_13662333,FUN_008361,0.4016034009791013,0.010211924863321134,activation,0.4016034009791013
2983,CpG_ptg000030l_3155880,FUN_008361,0.3137847922983573,0.04863990556609845,activation,0.3137847922983573
2984,CpG_ptg000024l_8612204,FUN_008361,0.5083713291354064,0.0008104018694195426,activation,0.5083713291354064
2985,CpG_ptg000025l_13842110,FUN_008361,0.3265132902767826,0.03975298729419593,activation,0.3265132902767826
2986,CpG_ptg000025l_13842132,FUN_008361,0.36929615743997535,0.01901963464906374,activation,0.36929615743997535
2987,CpG_ptg000030l_2148141,FUN_008361,0.3573139118078221,0.02360530105671666,activation,0.3573139118078221
2988,CpG_ptg000018l_14489745,FUN_008361,0.38077878352425476,0.015350991658538725,activation,0.38077878352425476
2989,CpG_ptg000025l_13842062,FUN_008361,0.3423102924369004,0.030610413322951967,activation,0.3423102924369004
2990,CpG_ptg000011l_8396017,FUN_008361,-0.3532229319809666,0.025367795784376493,repression,0.3532229319809666
2991,CpG_ptg000030l_2148033,FUN_008361,0.4351033590869907,0.0050181977713331626,activation,0.4351033590869907
2992,CpG_ntLink_8_34790312,FUN_008361,-0.3202509619528522,0.04394393967698744,repression,0.3202509619528522
2993,CpG_ptg000004l_4759974,FUN_008361,0.3543357729791454,0.02487787195825374,activation,0.3543357729791454
2994,CpG_ptg000025l_13842128,FUN_008361,0.4005957604497992,0.01042138921914615,activation,0.4005957604497992
2995,CpG_ptg000031l_10997083,FUN_008361,0.5028978990699124,0.0009420249646584575,activation,0.5028978990699124
2996,CpG_ptg000007l_9141311,FUN_008361,0.33306344995572906,0.035723716636200935,activation,0.33306344995572906
2997,CpG_ptg000025l_13842125,FUN_008361,0.4001842133895476,0.010507989028618749,activation,0.4001842133895476
2998,CpG_ptg000030l_2148036,FUN_008361,0.33348982891678103,0.03547347582218888,activation,0.33348982891678103
2999,CpG_ptg000025l_13842137,FUN_008361,0.37767070552293247,0.0162794264296175,activation,0.37767070552293247
3000,CpG_ptg000018l_13662264,FUN_008361,0.3542904175375345,0.024897684646611434,activation,0.3542904175375345
3001,CpG_ptg000047l_3573704,FUN_008361,-0.31303632323679886,0.04920863691464203,repression,0.31303632323679886
3002,CpG_ptg000031l_8422870,FUN_008361,0.3660859222837067,0.02016794006615074,activation,0.3660859222837067
3003,CpG_ptg000031l_10997042,FUN_008361,0.3873365412085636,0.013538036281026912,activation,0.3873365412085636
3004,CpG_ptg000011l_967726,FUN_008361,-0.31562819427129646,0.0472617463053371,repression,0.31562819427129646
3005,CpG_ptg000031l_9119576,FUN_008361,0.3764910888009972,0.016643979421005428,activation,0.3764910888009972
3006,CpG_ntLink_6_13135361,FUN_037021,-0.3416291044173796,0.03096525778628227,repression,0.3416291044173796
3007,CpG_ptg000012l_8046972,FUN_037021,0.552086296080549,0.0002214165284310281,activation,0.552086296080549
3008,CpG_ptg000031l_13053283,FUN_037021,0.43777438764226345,0.0047272594579289085,activation,0.43777438764226345
3009,CpG_ptg000024l_8612211,FUN_037021,0.3611369646201327,0.022051587223530164,activation,0.3611369646201327
3010,CpG_ptg000021l_6264712,FUN_037021,0.32077800525930905,0.04357797212010597,activation,0.32077800525930905
3011,CpG_ptg000004l_4757512,FUN_037021,0.3214167355659935,0.04313776697445611,activation,0.3214167355659935
3012,CpG_ptg000030l_3155880,FUN_037021,0.45921352931352794,0.0028762274206396267,activation,0.45921352931352794
3013,CpG_ptg000031l_13053277,FUN_037021,0.5027009983475568,0.000947094988104827,activation,0.5027009983475568
3014,CpG_ptg000024l_8612204,FUN_037021,0.3677665061916859,0.01955975806479016,activation,0.3677665061916859
3015,CpG_ptg000031l_13053265,FUN_037021,0.4075960038547463,0.009039033448054809,activation,0.4075960038547463
3016,CpG_ptg000012l_15244520,FUN_037021,-0.3545110266602838,0.024801438705361188,repression,0.3545110266602838
3017,CpG_ptg000018l_8065391,FUN_037021,0.32703559361112655,0.03941868692795269,activation,0.32703559361112655
3018,CpG_ptg000016l_3294411,FUN_037021,0.3920168005240109,0.012358102148974048,activation,0.3920168005240109
3019,CpG_ptg000007l_10144998,FUN_037021,0.3235541240749591,0.04169086243186136,activation,0.3235541240749591
3020,CpG_ptg000008l_12977341,FUN_037021,0.3292064100042459,0.038053709281476424,activation,0.3292064100042459
3021,CpG_ptg000007l_10145000,FUN_037021,0.3134245761697292,0.04891295443891714,activation,0.3134245761697292
3022,CpG_ptg000007l_10142552,FUN_037021,0.36530949638361565,0.02045422099830414,activation,0.36530949638361565
3023,CpG_ptg000018l_14489745,FUN_037021,0.41636677343103834,0.0075312724463565,activation,0.41636677343103834
3024,CpG_ptg000015l_2160436,FUN_037021,0.4186233639779629,0.007180331935116218,activation,0.4186233639779629
3025,CpG_ptg000033l_1262372,FUN_037021,-0.4675612167688493,0.0023497448095631725,repression,0.4675612167688493
3026,CpG_ptg000016l_5715746,FUN_037021,0.32311186504315137,0.0419869680645761,activation,0.32311186504315137
3027,CpG_ptg000008l_12977382,FUN_037021,0.31208819208608857,0.04993675910508769,activation,0.31208819208608857
3028,CpG_ptg000027l_2551260,FUN_037021,-0.32067511091434414,0.0436492249874277,repression,0.32067511091434414
3029,CpG_ptg000033l_1262376,FUN_037021,-0.4085238707506642,0.008868171900075456,repression,0.4085238707506642
3030,CpG_ptg000021l_6264620,FUN_037021,0.4388506194657031,0.00461424040724891,activation,0.4388506194657031
3031,CpG_ptg000008l_12977338,FUN_037021,0.3550396210303989,0.02457208447138584,activation,0.3550396210303989
3032,CpG_ntLink_6_13135361,FUN_028949,0.3375478912209694,0.033162890214657285,activation,0.3375478912209694
3033,CpG_ptg000021l_1750826,FUN_028949,0.3911331045439973,0.012573939870101754,activation,0.3911331045439973
3034,CpG_ptg000009l_18122328,FUN_028949,0.476542186949343,0.0018796887515001122,activation,0.476542186949343
3035,CpG_ptg000001l_3069524,FUN_028949,0.5701970196470916,0.0001225029197668218,activation,0.5701970196470916
3036,CpG_ptg000023l_36913036,FUN_028949,0.34164482729375106,0.030957029390774733,activation,0.34164482729375106
3037,CpG_ptg000060c_58292,FUN_028949,0.3322491323373514,0.036205652704344865,activation,0.3322491323373514
3038,CpG_ptg000018l_13662333,FUN_028949,0.32202537824973637,0.042721660215960515,activation,0.32202537824973637
3039,CpG_ptg000023l_14647605,FUN_028949,0.3143975112927252,0.048178278563153654,activation,0.3143975112927252
3040,CpG_ptg000001l_3069507,FUN_028949,0.577681309514968,9.494468309002911e-05,activation,0.577681309514968
3041,CpG_ptg000018l_13662272,FUN_028949,0.3713237176384507,0.018323033712929922,activation,0.3713237176384507
3042,CpG_ptg000011l_8396440,FUN_028949,0.4272119883713055,0.005970321386400484,activation,0.4272119883713055
3043,CpG_ptg000023l_1199651,FUN_028949,0.3702250927633253,0.018697774570809723,activation,0.3702250927633253
3044,CpG_ptg000031l_8422563,FUN_028949,0.4085330040131562,0.008866503916679893,activation,0.4085330040131562
3045,CpG_ptg000027l_11257209,FUN_028949,0.32003278694462917,0.044096162678127736,activation,0.32003278694462917
3046,CpG_ptg000030l_2148036,FUN_028949,0.33779365843294973,0.033027022611103886,activation,0.33779365843294973
3047,CpG_ptg000018l_13662264,FUN_028949,0.3499517156923731,0.02685453691519345,activation,0.3499517156923731
3048,CpG_ptg000016l_3294380,FUN_028949,0.4479474815080737,0.003749065323979519,activation,0.4479474815080737
3049,CpG_ptg000001l_3069526,FUN_028949,0.5743690791377268,0.00010636092305189495,activation,0.5743690791377268
3050,CpG_ptg000007l_6510205,FUN_028949,0.3232387084030189,0.041901868495810214,activation,0.3232387084030189
3051,CpG_ptg000004l_4757512,FUN_000082,0.33883660413917027,0.032455528112033595,activation,0.33883660413917027
3052,CpG_ptg000008l_12977384,FUN_000082,0.403626092640112,0.00980229219698358,activation,0.403626092640112
